#,year,month,taxa,species,production_kg,value_rs
1,2016,10,Crustáceo,Camarão-estuarino,293.67,7790.97
2,2016,10,Crustáceo,Camarão-legítimo,645.35,29833.9
3,2016,10,Crustáceo,Camarão-sete-barbas,10576.52,100966.92
4,2016,10,Crustáceo,Camarões-rosa,500,30000
5,2016,10,Crustáceo,Siri-azul,592.82,14379.23
6,2016,10,Crustáceo,Siris agrupados,301.76,5732.31
7,2016,10,Molusco,Lula,14,0
8,2016,10,Molusco,Mexilhão-do-mangue,115,1175
9,2016,10,Molusco,Ostra,2312.3,6171.05
10,2016,10,Peixe Cartilaginoso,Cação-rola-rola,6,72
11,2016,10,Peixe Cartilaginoso,Cações agrupados,224,4192
12,2016,10,Peixe Cartilaginoso,Cambeva,15,180
13,2016,10,Peixe Cartilaginoso,Raias agrupadas,78,216.25
14,2016,10,Peixe Cartilaginoso,Viola,103.8,1577.96
15,2016,10,Peixe Ósseo,Acará,2,0
16,2016,10,Peixe Ósseo,Atuns agrupados,10,74.6
17,2016,10,Peixe Ósseo,Bagre,3,22.65
18,2016,10,Peixe Ósseo,Bagre-amarelo,442.5,1934.2
19,2016,10,Peixe Ósseo,Bagre-branco,2721.2,17281.82
20,2016,10,Peixe Ósseo,Baiacú,309,3375.3
21,2016,10,Peixe Ósseo,Betara,1269,4397.8
22,2016,10,Peixe Ósseo,Bicuda,2.7,0
23,2016,10,Peixe Ósseo,Carapeba,79,254.7
24,2016,10,Peixe Ósseo,Caratinga,54.5,355.6
25,2016,10,Peixe Ósseo,Cascudo,130,1231.33
26,2016,10,Peixe Ósseo,Cavalas agrupadas,1123,11327.38
27,2016,10,Peixe Ósseo,Cioba,2,0
28,2016,10,Peixe Ósseo,Corvina,1483.8,12161.29
29,2016,10,Peixe Ósseo,Enchova,10,40
30,2016,10,Peixe Ósseo,Espada,75.2,441.04
31,2016,10,Peixe Ósseo,Galo,22,143
32,2016,10,Peixe Ósseo,Guaivira,643,2708.5
33,2016,10,Peixe Ósseo,Lambari,0.5,0
34,2016,10,Peixe Ósseo,Linguado,425.5,9072.65
35,2016,10,Peixe Ósseo,Linguado-areia,10,170
36,2016,10,Peixe Ósseo,Maria-luíza,181,1810
37,2016,10,Peixe Ósseo,Miraguaia,187,2022.08
38,2016,10,Peixe Ósseo,Mistura,2029.5,4601.7
39,2016,10,Peixe Ósseo,Nhacunda,0.5,0
40,2016,10,Peixe Ósseo,Oveva,2,1
41,2016,10,Peixe Ósseo,Pampo,67,371.5
42,2016,10,Peixe Ósseo,Pararê,107,856
43,2016,10,Peixe Ósseo,Parati,1378.6,2927.81
44,2016,10,Peixe Ósseo,Parati-barbudo,2,0
45,2016,10,Peixe Ósseo,Pargo-rosa,18,180
46,2016,10,Peixe Ósseo,Paru,359,2057.93
47,2016,10,Peixe Ósseo,Pescada-amarela,929.2,9375.93
48,2016,10,Peixe Ósseo,Pescada-banana,37,0
49,2016,10,Peixe Ósseo,Pescada-branca,1029,11236.74
50,2016,10,Peixe Ósseo,Pescada-dentão,31,465
51,2016,10,Peixe Ósseo,Pescada-foguete,1679.7,10286
52,2016,10,Peixe Ósseo,Pescadas agrupadas,285.8,2776.1
53,2016,10,Peixe Ósseo,Porco-chinelo,10,0
54,2016,10,Peixe Ósseo,Prejereba,89.3,2465.4
55,2016,10,Peixe Ósseo,Robalo,67.35,939.75
56,2016,10,Peixe Ósseo,Robalo-flecha,77.5,1589.38
57,2016,10,Peixe Ósseo,Robalo-peva,576.58,9403.39
58,2016,10,Peixe Ósseo,Saguá,30,201.9
59,2016,10,Peixe Ósseo,Sardinha-bandeira,2000,0
60,2016,10,Peixe Ósseo,Sardinha-cascuda,10,0
61,2016,10,Peixe Ósseo,Sardinha-verdadeira,176,1022
62,2016,10,Peixe Ósseo,Sargo,5,37.9
63,2016,10,Peixe Ósseo,Tainha,575.9,6217.56
64,2016,10,Peixe Ósseo,Tortinha,436.5,4688
65,2016,10,,,0,0
66,2016,11,Crustáceo,Camarão-estuarino,176.75,4676.69
67,2016,11,Crustáceo,Camarão-ferrinho,40.03,1269
68,2016,11,Crustáceo,Camarão-legítimo,4359.2,219106.29
69,2016,11,Crustáceo,Camarão-sete-barbas,15464,223389.48
70,2016,11,Crustáceo,Camarões-rosa,125,6000
71,2016,11,Crustáceo,Caranguejo-uçá,149.33,923.27
72,2016,11,Crustáceo,Siri-azul,1467.33,15118.45
73,2016,11,Crustáceo,Siri-azul-danae,43.2,864
74,2016,11,Crustáceo,Siris agrupados,703.12,3935.1
75,2016,11,Molusco,Lula,8,0
76,2016,11,Molusco,Mexilhão,6,48
77,2016,11,Molusco,Mexilhão-do-mangue,133,1205
78,2016,11,Molusco,Ostra,4416.85,19317.33
79,2016,11,Peixe Cartilaginoso,Cações agrupados,35,540
80,2016,11,Peixe Cartilaginoso,Cambeva,74,574
81,2016,11,Peixe Cartilaginoso,Raia-emplastro,1,0
82,2016,11,Peixe Cartilaginoso,Raias agrupadas,187,368.35
83,2016,11,Peixe Cartilaginoso,Viola,335,4820.01
84,2016,11,Peixe Ósseo,Atuns agrupados,8,59.68
85,2016,11,Peixe Ósseo,Bagre,1479,10013
86,2016,11,Peixe Ósseo,Bagre-amarelo,184.5,1012.25
87,2016,11,Peixe Ósseo,Bagre-branco,5337.4,30452.36
88,2016,11,Peixe Ósseo,Baiacú,920,10068.02
89,2016,11,Peixe Ósseo,Betara,1097.5,6566.25
90,2016,11,Peixe Ósseo,Bicuda,5,0
91,2016,11,Peixe Ósseo,Caranha,4,0
92,2016,11,Peixe Ósseo,Carapeba,173,398.9
93,2016,11,Peixe Ósseo,Caratinga,166.32,477.79
94,2016,11,Peixe Ósseo,Cascudo,128,896
95,2016,11,Peixe Ósseo,Cavalas agrupadas,1338,15717.63
96,2016,11,Peixe Ósseo,Cavalinha,10,60
97,2016,11,Peixe Ósseo,Congro-rosa,2,0
98,2016,11,Peixe Ósseo,Corvina,5111.5,27719.47
99,2016,11,Peixe Ósseo,Enchova,4,16
100,2016,11,Peixe Ósseo,Espada,57.8,130.8
101,2016,11,Peixe Ósseo,Galo,17,110.5
102,2016,11,Peixe Ósseo,Garoupa,12,120
103,2016,11,Peixe Ósseo,Goete,60,600
104,2016,11,Peixe Ósseo,Gordinho,21,0
105,2016,11,Peixe Ósseo,Guaivira,1473,5111.1
106,2016,11,Peixe Ósseo,Linguado,293,4936.7
107,2016,11,Peixe Ósseo,Linguado-areia,5,85
108,2016,11,Peixe Ósseo,Manjuba-chata,50,100
109,2016,11,Peixe Ósseo,Manjubas agrupadas,50,400
110,2016,11,Peixe Ósseo,Maria-luíza,187.5,1875
111,2016,11,Peixe Ósseo,Miraguaia,139.5,3208.92
112,2016,11,Peixe Ósseo,Mistura,3644,9754.26
113,2016,11,Peixe Ósseo,Nundiá,0.5,0
114,2016,11,Peixe Ósseo,Oveva,59,29.5
115,2016,11,Peixe Ósseo,Palombeta,405,886.95
116,2016,11,Peixe Ósseo,Pampo,15,75
117,2016,11,Peixe Ósseo,Pararê,177.5,754
118,2016,11,Peixe Ósseo,Parati,3430.3,8805.77
119,2016,11,Peixe Ósseo,Pargo-rosa,65,650
120,2016,11,Peixe Ósseo,Paru,1428,7556.77
121,2016,11,Peixe Ósseo,Pescada-amarela,463.5,3919.13
122,2016,11,Peixe Ósseo,Pescada-banana,27,0
123,2016,11,Peixe Ósseo,Pescada-branca,3525,37924.86
124,2016,11,Peixe Ósseo,Pescada-dentão,333.5,5037.14
125,2016,11,Peixe Ósseo,Pescada-foguete,3874.6,25169.04
126,2016,11,Peixe Ósseo,Pescadas agrupadas,86,428
127,2016,11,Peixe Ósseo,Pirajica,10,20
128,2016,11,Peixe Ósseo,Prejereba,44,546
129,2016,11,Peixe Ósseo,Robalo,20,120
130,2016,11,Peixe Ósseo,Robalo-flecha,463.4,10057.26
131,2016,11,Peixe Ósseo,Robalo-peva,834,13763.03
132,2016,11,Peixe Ósseo,Sabão,100,0
133,2016,11,Peixe Ósseo,Saguá,33,209.68
134,2016,11,Peixe Ósseo,Sardinha-verdadeira,100,400
135,2016,11,Peixe Ósseo,Sargo,22,166.76
136,2016,11,Peixe Ósseo,Tainha,571.2,3083.54
137,2016,11,Peixe Ósseo,Tortinha,339,3198
138,2016,11,,,0,0
139,2016,12,Crustáceo,Camarão-estuarino,812516,2293.56
140,2016,12,Crustáceo,Camarão-ferrinho,20,634
141,2016,12,Crustáceo,Camarão-legítimo,1975.3,90953.63
142,2016,12,Crustáceo,Camarão-santana,505.6,3286.4
143,2016,12,Crustáceo,Camarão-sete-barbas,47986.4,456627.7
144,2016,12,Crustáceo,Camarões-rosa,36.2,1404
145,2016,12,Crustáceo,Caranguejo-uçá,19795.839,119932.13
146,2016,12,Crustáceo,Siri-azul,613.66,9879.14
147,2016,12,Crustáceo,Siri-azul-danae,124.8,2093.72
148,2016,12,Crustáceo,Siris agrupados,20,390
149,2016,12,Molusco,Lula,1,0
150,2016,12,Molusco,Mexilhão,50,125
151,2016,12,Molusco,Mexilhão-do-mangue,54,388
152,2016,12,Molusco,Ostra,3082.21,5284.01
153,2016,12,Peixe Cartilaginoso,Cação-cabeça-chata,2,24
154,2016,12,Peixe Cartilaginoso,Cação-rola-rola,454,7485
155,2016,12,Peixe Cartilaginoso,Cações agrupados,853,9881
156,2016,12,Peixe Cartilaginoso,Raias agrupadas,267,673.5
157,2016,12,Peixe Cartilaginoso,Raia-ticonha,10,50
158,2016,12,Peixe Cartilaginoso,Viola,135,1889.6
159,2016,12,Peixe Ósseo,Abrótea,25,150
160,2016,12,Peixe Ósseo,Atum-legítimo,17,126.82
161,2016,12,Peixe Ósseo,Atuns agrupados,274,1945.64
162,2016,12,Peixe Ósseo,Bagre,2056,9516.5
163,2016,12,Peixe Ósseo,Bagre-amarelo,67,201.58
164,2016,12,Peixe Ósseo,Bagre-branco,3026,11581.61
165,2016,12,Peixe Ósseo,Baiacú,1005.5,8109.63
166,2016,12,Peixe Ósseo,Betara,370,2264.45
167,2016,12,Peixe Ósseo,Bonitos agrupados,1,0
168,2016,12,Peixe Ósseo,Carapeba,133,183
169,2016,12,Peixe Ósseo,Caratinga,51,257.22
170,2016,12,Peixe Ósseo,Cascudo,150,1390
171,2016,12,Peixe Ósseo,Cavalas agrupadas,4248,36087.24
172,2016,12,Peixe Ósseo,Corvina,1551,8117.85
173,2016,12,Peixe Ósseo,Espada,49.5,204.06
174,2016,12,Peixe Ósseo,Garoupa,17,255
175,2016,12,Peixe Ósseo,Goete,17,85
176,2016,12,Peixe Ósseo,Gordinho,2,0
177,2016,12,Peixe Ósseo,Guaivira,8984,33411
178,2016,12,Peixe Ósseo,Lambari,0.5,0
179,2016,12,Peixe Ósseo,Linguado,90.7,1331.5
180,2016,12,Peixe Ósseo,Manjuba-chata,105,240.98
181,2016,12,Peixe Ósseo,Maria-luíza,54,540
182,2016,12,Peixe Ósseo,Mistura,2476,4633.28
183,2016,12,Peixe Ósseo,Palombeta,292,640
184,2016,12,Peixe Ósseo,Pampo,70,440
185,2016,12,Peixe Ósseo,Pararê,18,83
186,2016,12,Peixe Ósseo,Parati,1140,2710.05
187,2016,12,Peixe Ósseo,Pargo-rosa,4,40
188,2016,12,Peixe Ósseo,Paru,3070.5,11236.56
189,2016,12,Peixe Ósseo,Pescada-amarela,432,5113.43
190,2016,12,Peixe Ósseo,Pescada-banana,1,0
191,2016,12,Peixe Ósseo,Pescada-branca,3118.5,32950.2
192,2016,12,Peixe Ósseo,Pescada-dentão,217,3188
193,2016,12,Peixe Ósseo,Pescada-foguete,5871,45141.72
194,2016,12,Peixe Ósseo,Pescadas agrupadas,239,1959.1
195,2016,12,Peixe Ósseo,Porco,30,400
196,2016,12,Peixe Ósseo,Prejereba,29,517.5
197,2016,12,Peixe Ósseo,Robalo,489,12810
198,2016,12,Peixe Ósseo,Robalo-flecha,297,6375.13
199,2016,12,Peixe Ósseo,Robalo-peva,168.5,2038.5
200,2016,12,Peixe Ósseo,Saguá,5,30
201,2016,12,Peixe Ósseo,Salema,4.4,33.2
202,2016,12,Peixe Ósseo,Sardinha-verdadeira,243,671
203,2016,12,Peixe Ósseo,Sororoca,30,210
204,2016,12,Peixe Ósseo,Tainha,207.5,1122.52
205,2016,12,Peixe Ósseo,Tortinha,60,380
206,2016,12,Peixe Ósseo,Vermelho,5,0
207,2016,12,Peixe Ósseo,Xaréu,155,1550
208,2016,12,,,0,0
209,2017,1,Crustáceo,Camarão-estuarino,249.44,6003.77
210,2017,1,Crustáceo,Camarão-ferrinho,206,3120
211,2017,1,Crustáceo,Camarão-legítimo,1757.7,84093.5
212,2017,1,Crustáceo,Camarão-santana,590,5310
213,2017,1,Crustáceo,Camarão-sete-barbas,43982.5,406760.83
214,2017,1,Crustáceo,Camarões-rosa,450.6,11371
215,2017,1,Crustáceo,Caranguejo-uçá,22301.3092,139055.63
216,2017,1,Crustáceo,Siri-azul,1452.68,20424.67
217,2017,1,Crustáceo,Siri-azul-danae,40.32,900
218,2017,1,Crustáceo,Siris agrupados,10,150
219,2017,1,Molusco,Berbigão,1500,825
220,2017,1,Molusco,Mexilhão,70,820
221,2017,1,Molusco,Mexilhão-do-mangue,941.7,7497.5
222,2017,1,Molusco,Ostra,4093.56,7610
223,2017,1,Peixe Cartilaginoso,Cação-rola-rola,245,3986
224,2017,1,Peixe Cartilaginoso,Cações agrupados,77,558
225,2017,1,Peixe Cartilaginoso,Cambeva,219,3094
226,2017,1,Peixe Cartilaginoso,Raias agrupadas,419,596.5
227,2017,1,Peixe Cartilaginoso,Viola,259,3454
228,2017,1,Peixe Ósseo,Acará,0.5,5
229,2017,1,Peixe Ósseo,Atuns agrupados,108,954
230,2017,1,Peixe Ósseo,Bagre,300,2958
231,2017,1,Peixe Ósseo,Bagre-amarelo,415,881
232,2017,1,Peixe Ósseo,Bagre-branco,1199.9,6197.32
233,2017,1,Peixe Ósseo,Baiacú,551.5,4551.17
234,2017,1,Peixe Ósseo,Betara,195.5,428.4
235,2017,1,Peixe Ósseo,Carapeba,136,300.5
236,2017,1,Peixe Ósseo,Caratinga,12.5,72.5
237,2017,1,Peixe Ósseo,Cascudo,100,1000
238,2017,1,Peixe Ósseo,Cavalas agrupadas,2479,24302.57
239,2017,1,Peixe Ósseo,Corvina,940.5,3757.26
240,2017,1,Peixe Ósseo,Dourado,1,0
241,2017,1,Peixe Ósseo,Enchova,5,20
242,2017,1,Peixe Ósseo,Espada,81,167
243,2017,1,Peixe Ósseo,Galo,93,219
244,2017,1,Peixe Ósseo,Goete,23,138
245,2017,1,Peixe Ósseo,Guaivira,8142,30377.5
246,2017,1,Peixe Ósseo,Linguado,215,2736
247,2017,1,Peixe Ósseo,Manjuba-chata,82,254
248,2017,1,Peixe Ósseo,Manjubas agrupadas,11,0
249,2017,1,Peixe Ósseo,Maria-luíza,14,140
250,2017,1,Peixe Ósseo,Miraguaia,556.5,5372
251,2017,1,Peixe Ósseo,Mistura,2168.7,5793.33
252,2017,1,Peixe Ósseo,Oveva,3,6
253,2017,1,Peixe Ósseo,Palombeta,36,72
254,2017,1,Peixe Ósseo,Pampo,78,203.5
255,2017,1,Peixe Ósseo,Pararê,73,252
256,2017,1,Peixe Ósseo,Parati,1575,3828.79
257,2017,1,Peixe Ósseo,Pargo-rosa,1,0
258,2017,1,Peixe Ósseo,Paru,4014,27018.17
259,2017,1,Peixe Ósseo,Peixe-voador,23,46
260,2017,1,Peixe Ósseo,Pescada-amarela,787.7,13181.3
261,2017,1,Peixe Ósseo,Pescada-branca,1920.4,18481.75
262,2017,1,Peixe Ósseo,Pescada-cambucu,16,160
263,2017,1,Peixe Ósseo,Pescada-dentão,187.5,1176.5
264,2017,1,Peixe Ósseo,Pescada-foguete,8717,66896.3
265,2017,1,Peixe Ósseo,Pescadas agrupadas,35,205
266,2017,1,Peixe Ósseo,Porco,3255,8995
267,2017,1,Peixe Ósseo,Robalo,504.5,8261
268,2017,1,Peixe Ósseo,Robalo-flecha,366,10997.57
269,2017,1,Peixe Ósseo,Robalo-peva,523,6214.25
270,2017,1,Peixe Ósseo,Sabão,10,0
271,2017,1,Peixe Ósseo,Saguá,75,389
272,2017,1,Peixe Ósseo,Sardinha-bandeira,33500,10050
273,2017,1,Peixe Ósseo,Sardinha-verdadeira,30,210
274,2017,1,Peixe Ósseo,Sargo,84,637.5
275,2017,1,Peixe Ósseo,Tainha,759.5,4769.74
276,2017,1,Peixe Ósseo,Tortinha,98,743.5
277,2017,1,Peixe Ósseo,Xaréu,10,20
278,2017,1,,,0,0
279,2017,2,Crustáceo,Camarão-estuarino,1790.5952,30246.62
280,2017,2,Crustáceo,Camarão-ferrinho,4160,18720
281,2017,2,Crustáceo,Camarão-legítimo,5189.8,141502.63
282,2017,2,Crustáceo,Camarão-sete-barbas,77692.3,941980.7
283,2017,2,Crustáceo,Camarões-rosa,262.6,9847.5
284,2017,2,Crustáceo,Caranguejo-uçá,12903.2959,78825.13
285,2017,2,Crustáceo,Pitú-de-iguape,4.2,1640
286,2017,2,Crustáceo,Siri-azul,1627.43,20978.9
287,2017,2,Molusco,Berbigão,35580,19569
288,2017,2,Molusco,Mexilhão,21.4,256.8
289,2017,2,Molusco,Mexilhão-do-mangue,125,1780
290,2017,2,Molusco,Ostra,1498.15,3041
291,2017,2,Peixe Cartilaginoso,Cação-rola-rola,475,10180
292,2017,2,Peixe Cartilaginoso,Cações agrupados,74.8,372
293,2017,2,Peixe Cartilaginoso,Cambeva,2,24
294,2017,2,Peixe Cartilaginoso,Raia-manteiga,60,240
295,2017,2,Peixe Cartilaginoso,Raias agrupadas,151,176.5
296,2017,2,Peixe Cartilaginoso,Viola,136.5,1656
297,2017,2,Peixe Ósseo,Atuns agrupados,10,100
298,2017,2,Peixe Ósseo,Bagre,483.1,4234.9
299,2017,2,Peixe Ósseo,Bagre-amarelo,494.5,994.5
300,2017,2,Peixe Ósseo,Bagre-branco,610,3214.13
301,2017,2,Peixe Ósseo,Baiacú,1313,11868
302,2017,2,Peixe Ósseo,Betara,1273.8,4199.1
303,2017,2,Peixe Ósseo,Carapeba,117,278.5
304,2017,2,Peixe Ósseo,Caratinga,79,326
305,2017,2,Peixe Ósseo,Cavalas agrupadas,2498,22620
306,2017,2,Peixe Ósseo,Cavalinha,8,48
307,2017,2,Peixe Ósseo,Corvina,1074.5,4410.45
308,2017,2,Peixe Ósseo,Enchova,43,193
309,2017,2,Peixe Ósseo,Espada,28,77
310,2017,2,Peixe Ósseo,Foguera,15,135
311,2017,2,Peixe Ósseo,Galo,127,450
312,2017,2,Peixe Ósseo,Goete,4.5,27
313,2017,2,Peixe Ósseo,Gordinho,13,9
314,2017,2,Peixe Ósseo,Guaivira,8763,33201.15
315,2017,2,Peixe Ósseo,Lambari,2,160
316,2017,2,Peixe Ósseo,Linguado,96,1177
317,2017,2,Peixe Ósseo,Manjuba-chata,55,82.5
318,2017,2,Peixe Ósseo,Manjubas agrupadas,84,2885
319,2017,2,Peixe Ósseo,Maria-luíza,12,120
320,2017,2,Peixe Ósseo,Miraguaia,47,390
321,2017,2,Peixe Ósseo,Mistura,1539.6,3129.85
322,2017,2,Peixe Ósseo,Oveva,23,14.15
323,2017,2,Peixe Ósseo,Pampo,50,350
324,2017,2,Peixe Ósseo,Pararê,161,626
325,2017,2,Peixe Ósseo,Parati,1961.8,5740.43
326,2017,2,Peixe Ósseo,Pargo-rosa,1,0
327,2017,2,Peixe Ósseo,Paru,1652,17477.1
328,2017,2,Peixe Ósseo,Peixe-voador,15,0
329,2017,2,Peixe Ósseo,Pescada-amarela,683.9,13134.4
330,2017,2,Peixe Ósseo,Pescada-branca,938.92,13858.58
331,2017,2,Peixe Ósseo,Pescada-dentão,187.9,1630.4
332,2017,2,Peixe Ósseo,Pescada-foguete,7049.09,52954.54
333,2017,2,Peixe Ósseo,Pescadas agrupadas,343.3,2636.8
334,2017,2,Peixe Ósseo,Porco,461,1432
335,2017,2,Peixe Ósseo,Prejereba,53,565
336,2017,2,Peixe Ósseo,Robalo,145.9,2689
337,2017,2,Peixe Ósseo,Robalo-flecha,424,13411
338,2017,2,Peixe Ósseo,Robalo-peva,689.4,8980.4
339,2017,2,Peixe Ósseo,Saguá,47,149
340,2017,2,Peixe Ósseo,Sardinha-bandeira,7500,2250
341,2017,2,Peixe Ósseo,Sardinha-verdadeira,50,150
342,2017,2,Peixe Ósseo,Sargo,66,386
343,2017,2,Peixe Ósseo,Sororoca,115,829
344,2017,2,Peixe Ósseo,Tainha,1466,10441.73
345,2017,2,Peixe Ósseo,Tortinha,69,512
346,2017,2,Peixe Ósseo,Xaréu,60,0
347,2017,2,,,0,0
348,2017,3,Crustáceo,Camarão-estuarino,6760.6904,107124.95
349,2017,3,Crustáceo,Camarão-ferrinho,4500,20250
350,2017,3,Crustáceo,Camarão-legítimo,6646.4,195619.13
351,2017,3,Crustáceo,Camarão-santana,10275,66787.5
352,2017,3,Crustáceo,Camarão-sete-barbas,21896.5,235390.5
353,2017,3,Crustáceo,Camarões-rosa,186,4162
354,2017,3,Crustáceo,Caranguejo-uçá,4004.9,25079
355,2017,3,Crustáceo,Chama-maré,3.47,0
356,2017,3,Crustáceo,Pitú-de-iguape,9.41,3120
357,2017,3,Crustáceo,Siri-azul,1050.3402,12979.01
358,2017,3,Crustáceo,Siri-azul-danae,22.32,97.5
359,2017,3,Molusco,Berbigão,20200,11110
360,2017,3,Molusco,Mexilhão,69.2,507
361,2017,3,Molusco,Mexilhão-do-mangue,446,6370
362,2017,3,Molusco,Ostra,4521.545,5014.45
363,2017,3,Peixe Cartilaginoso,Cação-rola-rola,165,3300
364,2017,3,Peixe Cartilaginoso,Cações agrupados,15,120
365,2017,3,Peixe Cartilaginoso,Cambeva,6,72
366,2017,3,Peixe Cartilaginoso,Raia-manteiga,20,100
367,2017,3,Peixe Cartilaginoso,Raias agrupadas,431,2953.5
368,2017,3,Peixe Cartilaginoso,Viola,5,0
369,2017,3,Peixe Ósseo,Acará,1.5,0
370,2017,3,Peixe Ósseo,Bagre,146,595
371,2017,3,Peixe Ósseo,Bagre-amarelo,504,1645
372,2017,3,Peixe Ósseo,Bagre-branco,1541,7534.5
373,2017,3,Peixe Ósseo,Baiacú,2229,19690.85
374,2017,3,Peixe Ósseo,Betara,338,903
375,2017,3,Peixe Ósseo,Canhanha,10,25
376,2017,3,Peixe Ósseo,Carapeba,96,253
377,2017,3,Peixe Ósseo,Caratinga,152.5,830
378,2017,3,Peixe Ósseo,Cavalas agrupadas,1299,12344
379,2017,3,Peixe Ósseo,Corvina,981.1,4480.1
380,2017,3,Peixe Ósseo,Enchova,10,80
381,2017,3,Peixe Ósseo,Espada,38,73
382,2017,3,Peixe Ósseo,Galo,232,2160
383,2017,3,Peixe Ósseo,Galo-de-penacho,580,5800
384,2017,3,Peixe Ósseo,Garoupa,212,5300
385,2017,3,Peixe Ósseo,Goete,15,105
386,2017,3,Peixe Ósseo,Guaivira,1329,6266.98
387,2017,3,Peixe Ósseo,Lambari,1,50
388,2017,3,Peixe Ósseo,Linguado,150,2745
389,2017,3,Peixe Ósseo,Linguado-areia,3.5,59.5
390,2017,3,Peixe Ósseo,Manjubas agrupadas,22,520
391,2017,3,Peixe Ósseo,Miraguaia,79,544
392,2017,3,Peixe Ósseo,Mistura,1953,3738.5
393,2017,3,Peixe Ósseo,Oveva,40,20
394,2017,3,Peixe Ósseo,Pampo,616,5080
395,2017,3,Peixe Ósseo,Pararê,531,2812
396,2017,3,Peixe Ósseo,Parati,3460.7,9102
397,2017,3,Peixe Ósseo,Paru,1022.6,9207
398,2017,3,Peixe Ósseo,Pescada-amarela,1413.4,27501.27
399,2017,3,Peixe Ósseo,Pescada-branca,1158,11588.83
400,2017,3,Peixe Ósseo,Pescada-cambucu,5,50
401,2017,3,Peixe Ósseo,Pescada-dentão,63,534
402,2017,3,Peixe Ósseo,Pescada-foguete,3437,23618
403,2017,3,Peixe Ósseo,Pescadas agrupadas,61,458
404,2017,3,Peixe Ósseo,Pirajica,12,24
405,2017,3,Peixe Ósseo,Porco,180,560
406,2017,3,Peixe Ósseo,Prejereba,79,710
407,2017,3,Peixe Ósseo,Robalo,319.5,4754
408,2017,3,Peixe Ósseo,Robalo-flecha,130.3,3696
409,2017,3,Peixe Ósseo,Robalo-peva,603.5,8028
410,2017,3,Peixe Ósseo,Saguá,143.5,729
411,2017,3,Peixe Ósseo,Sardinha-bandeira,1000,300
412,2017,3,Peixe Ósseo,Sardinha-verdadeira,50,50
413,2017,3,Peixe Ósseo,Sargo,279,4047
414,2017,3,Peixe Ósseo,Sororoca,110,760
415,2017,3,Peixe Ósseo,Tainha,3899.4,28038.43
416,2017,3,Peixe Ósseo,Tilápia-do-nilo,10,100
417,2017,3,Peixe Ósseo,Tortinha,114,813
418,2017,3,,,0,0
419,2017,4,Crustáceo,Camarão-estuarino,5550.9568,87482.9
420,2017,4,Crustáceo,Camarão-legítimo,8955.2,222048.07
421,2017,4,Crustáceo,Camarão-sete-barbas,5180,52841.98
422,2017,4,Crustáceo,Camarões-rosa,182,4550
423,2017,4,Crustáceo,Chama-maré,2066,0
424,2017,4,Crustáceo,Pitú-de-iguape,6965,2315
425,2017,4,Crustáceo,Siri-azul,1076.5804,12598.85
426,2017,4,Molusco,Berbigão,19600,10780
427,2017,4,Molusco,Mexilhão,17,136
428,2017,4,Molusco,Mexilhão-do-mangue,350.2,4997
429,2017,4,Molusco,Ostra,17484.03,17395.42
430,2017,4,Peixe Cartilaginoso,Cação-rola-rola,2,24
431,2017,4,Peixe Cartilaginoso,Cações agrupados,11,142
432,2017,4,Peixe Cartilaginoso,Raias agrupadas,398,935.17
433,2017,4,Peixe Cartilaginoso,Viola,1,12
434,2017,4,Peixe Ósseo,Acará,7,6
435,2017,4,Peixe Ósseo,Albacora-branca,12,120
436,2017,4,Peixe Ósseo,Bagre,54.5,116
437,2017,4,Peixe Ósseo,Bagre-amarelo,418,1034.33
438,2017,4,Peixe Ósseo,Bagre-branco,1853.03,8704.44
439,2017,4,Peixe Ósseo,Baiacú,2009.5,17013.93
440,2017,4,Peixe Ósseo,Betara,217,670.5
441,2017,4,Peixe Ósseo,Carapeba,127,397
442,2017,4,Peixe Ósseo,Caratinga,500.1,2438.42
443,2017,4,Peixe Ósseo,Cavalas agrupadas,1171,11012.71
444,2017,4,Peixe Ósseo,Cavalinha,53,220
445,2017,4,Peixe Ósseo,Corvina,579.3,2477.65
446,2017,4,Peixe Ósseo,Enchova,490.5,2359.5
447,2017,4,Peixe Ósseo,Espada,26.6,59
448,2017,4,Peixe Ósseo,Galo,46,418
449,2017,4,Peixe Ósseo,Galo-de-penacho,6,60
450,2017,4,Peixe Ósseo,Garoupa,228.5,5644.5
451,2017,4,Peixe Ósseo,Goete,18,108
452,2017,4,Peixe Ósseo,Guaivira,591,2690.83
453,2017,4,Peixe Ósseo,Lambari,1.5,75
454,2017,4,Peixe Ósseo,Linguado,163.8,2098.9
455,2017,4,Peixe Ósseo,Manjuba-chata,50,100
456,2017,4,Peixe Ósseo,Maria-luíza,322,658
457,2017,4,Peixe Ósseo,Miraguaia,179,1745
458,2017,4,Peixe Ósseo,Mistura,2374,5678.54
459,2017,4,Peixe Ósseo,Oveva,100,50
460,2017,4,Peixe Ósseo,Pampo,237,1660
461,2017,4,Peixe Ósseo,Pararê,503,2181
462,2017,4,Peixe Ósseo,Parati,3532.7,11737.86
463,2017,4,Peixe Ósseo,Paru,183,888
464,2017,4,Peixe Ósseo,Pescada-amarela,1102,16398
465,2017,4,Peixe Ósseo,Pescada-branca,1498.7,10893.37
466,2017,4,Peixe Ósseo,Pescada-dentão,54,258
467,2017,4,Peixe Ósseo,Pescada-foguete,4433.4,33451
468,2017,4,Peixe Ósseo,Pescadas agrupadas,35,440
