year,month,taxa,species,production_kg,value_rs
2015,12,Peixe Ósseo,Olho-de-cão,2354,9750.63
2015,12,Peixe Ósseo,Oveva,18133,28603.5
2015,12,Peixe Ósseo,Palombeta,1128.5,4171.92
2015,12,Peixe Ósseo,Pampo,237.5,1321
2015,12,Peixe Ósseo,Parambiju,15.5,577.5
2015,12,Peixe Ósseo,Pararê,90,365
2015,12,Peixe Ósseo,Parati,15518.8,33867.95
2015,12,Peixe Ósseo,Parati-barbudo,11.8,47
2015,12,Peixe Ósseo,Pargo-rosa,589.3,3434
2015,12,Peixe Ósseo,Paru,3209.5,5792.72
2015,12,Peixe Ósseo,Peixe-voador,318,636
2015,12,Peixe Ósseo,Pescada-amarela,3082.7,57818.08
2015,12,Peixe Ósseo,Pescada-banana,1608,10482
2015,12,Peixe Ósseo,Pescada-branca,10085,118565.2
2015,12,Peixe Ósseo,Pescada-cambucu,400.5,5483.12
2015,12,Peixe Ósseo,Pescada-dentão,1335.9,12124.8
2015,12,Peixe Ósseo,Pescada-foguete,40322.51,389210.63
2015,12,Peixe Ósseo,Pirajica,960.5,4877
2015,12,Peixe Ósseo,Porco,6707.5,43893.1
2015,12,Peixe Ósseo,Porco-chinelo,634,5862
2015,12,Peixe Ósseo,Porco-peludo,212,1232
2015,12,Peixe Ósseo,Prejereba,989.27,10383.36
2015,12,Peixe Ósseo,Robalo-flecha,3000.83,82603
2015,12,Peixe Ósseo,Robalo-peva,7592.56,125847.46
2015,12,Peixe Ósseo,Roncador,8348.5,20902
2015,12,Peixe Ósseo,Sabão,7,28
2015,12,Peixe Ósseo,Saguá,22,66
2015,12,Peixe Ósseo,Salema,8,49
2015,12,Peixe Ósseo,Sapo,142,852
2015,12,Peixe Ósseo,Sardinha-bandeira,90,57
2015,12,Peixe Ósseo,Sardinha-verdadeira,190,950
2015,12,Peixe Ósseo,Sargo,132.5,1034.2
2015,12,Peixe Ósseo,Sari-sari,1518.5,3870.25
2015,12,Peixe Ósseo,Sororoca,658.03,6872.39
2015,12,Peixe Ósseo,Tainha,7368.7,49584.38
2015,12,Peixe Ósseo,Tilápia,1.4,7
2015,12,Peixe Ósseo,Tira-vira,2034,6849.88
2015,12,Peixe Ósseo,Tortinha,21,108
2015,12,Peixe Ósseo,Traíra,17,170
2015,12,Peixe Ósseo,Trilha,1421,4028.4
2015,12,Peixe Ósseo,Vermelho,42,731.6
2015,12,Peixe Ósseo,Xarelete,94.2,1413
2015,12,Peixe Ósseo,Xaréu,150.3,1439.6
2015,12,Peixe Ósseo,Xaréu-branco,65,866
2015,12,Peixe Ósseo,Xixarro,122,490
2015,12,,,0,0
2016,1,Crustáceo,Camarão-cristalino,200,2400
2016,1,Crustáceo,Camarão-estuarino,1227.87,29776
2016,1,Crustáceo,Camarão-legítimo,1714.99,55782.42
2016,1,Crustáceo,Camarão-rosa,8983,600409.75
2016,1,Crustáceo,Camarão-sete-barbas,69575.9,473704.29
2016,1,Crustáceo,Caranguejo-uçá,16935.288,96083.46
2016,1,Crustáceo,Lagostim,700,10500
2016,1,Crustáceo,Pitú-de-iguape,363.03,9595.25
2016,1,Crustáceo,Sapateira,579,10524
2016,1,Crustáceo,Siri-azul,6781.6,66697.4
2016,1,Crustáceo,Siri-candeia,232,464
2016,1,Crustáceo,Siris agrupados,169.9,766.5
2016,1,Molusco,Berbigão,170,790
2016,1,Molusco,Concha,150,1125
2016,1,Molusco,Lula,8917.7,147461.85
2016,1,Molusco,Lula-branca,24.2,269.1
2016,1,Molusco,Mexilhão,2753.6,35743.67
2016,1,Molusco,Mexilhão-do-mangue,83.3,428
2016,1,Molusco,Ostra,2666.79,13122.6
2016,1,Molusco,Polvo,42468,680442.25
2016,1,Molusco,Polvo-saquinho,499,2775.1
2016,1,Peixe Cartilaginoso,Anequim,100,1400
2016,1,Peixe Cartilaginoso,Cação-anjo,33,402.5
2016,1,Peixe Cartilaginoso,Cação-azul,298,3243
2016,1,Peixe Cartilaginoso,Cação-galha-preta,350,5287.45
2016,1,Peixe Cartilaginoso,Cação-gato,1100,6600
2016,1,Peixe Cartilaginoso,Cação-rola-rola,1955.8,24063.18
2016,1,Peixe Cartilaginoso,Cações agrupados,3619.8,52841.5
2016,1,Peixe Cartilaginoso,Cambeva,970.3,12564.58
2016,1,Peixe Cartilaginoso,Machote,4234.3,57132.93
2016,1,Peixe Cartilaginoso,Raia-emplastro,2123,2302.05
2016,1,Peixe Cartilaginoso,Raias agrupadas,2726.8,6872.65
2016,1,Peixe Cartilaginoso,Viola,1510,20741.5
2016,1,Peixe Ósseo,Abrótea,4927,16204.7
2016,1,Peixe Ósseo,Acará,2,11
2016,1,Peixe Ósseo,Agulha,1908,3913.5
2016,1,Peixe Ósseo,Badejo,22.1,573.8
2016,1,Peixe Ósseo,Badejo-mira,36,264
2016,1,Peixe Ósseo,Bagre-africano,15,60
2016,1,Peixe Ósseo,Bagre-amarelo,175.1,1320.3
2016,1,Peixe Ósseo,Bagre-branco,12538.1,51048.8
2016,1,Peixe Ósseo,Baiacú,1,5
2016,1,Peixe Ósseo,Betara,31590.4,105137.51
2016,1,Peixe Ósseo,Bicuda,2282.6,21190.18
2016,1,Peixe Ósseo,Bonito-cachorra,1287,2936.25
2016,1,Peixe Ósseo,Bonito-pintado,266,665
2016,1,Peixe Ósseo,Bonitos agrupados,307,923
2016,1,Peixe Ósseo,Budião,5,50
2016,1,Peixe Ósseo,Cabrinha,17258,53965.51
2016,1,Peixe Ósseo,Cangoá,161.9,726.5
2016,1,Peixe Ósseo,Caranha,45.1,252.8
2016,1,Peixe Ósseo,Carapau,5818,47515.75
2016,1,Peixe Ósseo,Carapeba,455.9,1456.45
2016,1,Peixe Ósseo,Caraputanga,56.5,290.6
2016,1,Peixe Ósseo,Caratinga,385.6,2662.97
2016,1,Peixe Ósseo,Castanha,5200,13952
2016,1,Peixe Ósseo,Cavala,327.5,5459.5
2016,1,Peixe Ósseo,Cioba,287.17,3937.48
2016,1,Peixe Ósseo,Congro-rosa,3870,38956
2016,1,Peixe Ósseo,Corvina,48751.66,245731.14
2016,1,Peixe Ósseo,Dourado,272,3475.25
2016,1,Peixe Ósseo,Enchova,1556.5,18331.88
2016,1,Peixe Ósseo,Espada,63618.4,365995.11
2016,1,Peixe Ósseo,Galo,671.7,1822.05
2016,1,Peixe Ósseo,Galo-de-penacho,141,2278.33
2016,1,Peixe Ósseo,Galo-sem-penacho,626,2550
2016,1,Peixe Ósseo,Garoupa,223.7,6590.6
2016,1,Peixe Ósseo,Goete,30089.8,90232
2016,1,Peixe Ósseo,Gordinho,4607.5,15235.08
2016,1,Peixe Ósseo,Guaivira,12725.16,110754.74
2016,1,Peixe Ósseo,Linguado,5400.1,74841.7
2016,1,Peixe Ósseo,Linguado-areia,2940,7170
2016,1,Peixe Ósseo,Mandi,1,3
2016,1,Peixe Ósseo,Manjuba-chata,1550,6200
2016,1,Peixe Ósseo,Manjuba-de-iguape,43977,146582.4
2016,1,Peixe Ósseo,Maria-luíza,216.4,578.1
2016,1,Peixe Ósseo,Maria-mole,14055.7,58127.85
2016,1,Peixe Ósseo,Merluza,575,2495
2016,1,Peixe Ósseo,Miraguaia,28.4,149.1
2016,1,Peixe Ósseo,Mistura,31953.5,58857.8
2016,1,Peixe Ósseo,Namorado,284,3280
2016,1,Peixe Ósseo,Nundiá,10,90
2016,1,Peixe Ósseo,Olhete,35.5,845
2016,1,Peixe Ósseo,Olho-de-boi,10.5,205
2016,1,Peixe Ósseo,Olho-de-cão,3412.5,11937.1
2016,1,Peixe Ósseo,Oveva,9497,22722.48
2016,1,Peixe Ósseo,Palombeta,2468.5,4483.5
2016,1,Peixe Ósseo,Pampo,206.5,913.45
2016,1,Peixe Ósseo,Parambiju,1,10
2016,1,Peixe Ósseo,Pararê,39.4,283.8
2016,1,Peixe Ósseo,Parati,16168.4,36544.7
2016,1,Peixe Ósseo,Pargo-rosa,311.5,1717
2016,1,Peixe Ósseo,Paru,666.5,2682.92
2016,1,Peixe Ósseo,Peixe-voador,612,1224
2016,1,Peixe Ósseo,Pescada-amarela,1547.05,27550.7
2016,1,Peixe Ósseo,Pescada-banana,273.7,1873.97
2016,1,Peixe Ósseo,Pescada-branca,5908,66417.97
2016,1,Peixe Ósseo,Pescada-cambucu,281.5,5048.78
2016,1,Peixe Ósseo,Pescada-dentão,1187.7,12063
2016,1,Peixe Ósseo,Pescada-foguete,25904.9,266038.25
2016,1,Peixe Ósseo,Pirajica,1619.8,10847.8
2016,1,Peixe Ósseo,Porco,9277.7,109128.98
2016,1,Peixe Ósseo,Porco-chinelo,1062.8,5683.1
2016,1,Peixe Ósseo,Porco-peludo,149,769
2016,1,Peixe Ósseo,Prejereba,691.9,8645.75
2016,1,Peixe Ósseo,Robalo-flecha,2087.9,54274.38
2016,1,Peixe Ósseo,Robalo-peva,9667.63,144778.06
2016,1,Peixe Ósseo,Roncador,5227.8,9686.7
2016,1,Peixe Ósseo,Saguá,61,147
2016,1,Peixe Ósseo,Salema,13,50
2016,1,Peixe Ósseo,Sapo,842,7954.5
2016,1,Peixe Ósseo,Sardinha-bandeira,16,14.2
2016,1,Peixe Ósseo,Sardinha-verdadeira,331.5,1599.5
2016,1,Peixe Ósseo,Sargo,78.6,494.9
2016,1,Peixe Ósseo,Sari-sari,822.9,2368.05
2016,1,Peixe Ósseo,Sernambiguara,44,517.5
2016,1,Peixe Ósseo,Sororoca,1602.6,20717.49
2016,1,Peixe Ósseo,Tainha,8281.7,57632.15
2016,1,Peixe Ósseo,Tira-vira,1807,5130.95
2016,1,Peixe Ósseo,Tortinha,122.5,658
2016,1,Peixe Ósseo,Traíra,110,717
2016,1,Peixe Ósseo,Trilha,3162,8996.6
2016,1,Peixe Ósseo,Vento-leste,5,50
2016,1,Peixe Ósseo,Vermelho,146.1,1504.3
2016,1,Peixe Ósseo,Xarelete,148,497
2016,1,Peixe Ósseo,Xaréu,2826.2,19575.5
2016,1,Peixe Ósseo,Xaréu-branco,115.2,1079.8
2016,1,Peixe Ósseo,Xixarro,160,240
2016,1,,,0,0
2016,2,Crustáceo,Camarão-cristalino,119,2380
2016,2,Crustáceo,Camarão-estuarino,1815.55,35789.5
2016,2,Crustáceo,Camarão-legítimo,3011.66,116933.87
2016,2,Crustáceo,Camarão-rosa,21322,1507903.5
2016,2,Crustáceo,Camarão-sete-barbas,85405.25,590027.31
2016,2,Crustáceo,Caranguejo-uçá,13568.46,73942.92
2016,2,Crustáceo,Lagosta,10.3,348.5
2016,2,Crustáceo,Lagostim,3878,51546
2016,2,Crustáceo,Lagostim-de-iguape,41.7,1042.5
2016,2,Crustáceo,Pitú-de-iguape,385,8817.75
2016,2,Crustáceo,Sapateira,456,7908.5
2016,2,Crustáceo,Siri-azul,3527.57,33530.2
2016,2,Crustáceo,Siri-candeia,323,646.9
2016,2,Crustáceo,Siris agrupados,415.79,1785.08
2016,2,Molusco,Almeja,17.6,99
2016,2,Molusco,Berbigão,43,215
2016,2,Molusco,Concha,150,1275
2016,2,Molusco,Lula,24451.43,322409.71
2016,2,Molusco,Lula-branca,36.9,467.25
2016,2,Molusco,Mexilhão,2851.46,29454.27
2016,2,Molusco,Mexilhão-do-mangue,726.6,3591.5
2016,2,Molusco,Ostra,7447.59,29562.98
2016,2,Molusco,Polvo,69097.3,1203091.18
2016,2,Molusco,Polvo-saquinho,358,1972.67
2016,2,Molusco,Saquaritá,35,437.5
2016,2,Peixe Cartilaginoso,Anequim,38,574.5
2016,2,Peixe Cartilaginoso,Cação-anjo,19.3,212.4
2016,2,Peixe Cartilaginoso,Cação-galha-preta,782,11730
2016,2,Peixe Cartilaginoso,Cação-gato,1000,8000
2016,2,Peixe Cartilaginoso,Cação-lombo-preto,230,3220
2016,2,Peixe Cartilaginoso,Cação-rola-rola,567.7,4204.88
2016,2,Peixe Cartilaginoso,Cações agrupados,2061.3,23491.6
2016,2,Peixe Cartilaginoso,Cambeva,343,5167.6
2016,2,Peixe Cartilaginoso,Machote,1747,28253.2
2016,2,Peixe Cartilaginoso,Mangona,45,720
2016,2,Peixe Cartilaginoso,Raia-emplastro,3345,4449
2016,2,Peixe Cartilaginoso,Raias agrupadas,3623.5,7349.65
2016,2,Peixe Cartilaginoso,Viola,1026.5,13367.7
2016,2,Peixe Ósseo,Abrótea,7554,20953.4
2016,2,Peixe Ósseo,Acará,2,14
2016,2,Peixe Ósseo,Agulha,684,1626.25
2016,2,Peixe Ósseo,Agulhão-negro,40,320
2016,2,Peixe Ósseo,Amboré,18.18,400
2016,2,Peixe Ósseo,Badejo,28.5,526
2016,2,Peixe Ósseo,Badejo-mira,9,60
2016,2,Peixe Ósseo,Bagre,626,0
2016,2,Peixe Ósseo,Bagre-africano,15,75
2016,2,Peixe Ósseo,Bagre-amarelo,263.1,1211.7
2016,2,Peixe Ósseo,Bagre-branco,12118.6,46671.94
2016,2,Peixe Ósseo,Baiacú,1.76,0
2016,2,Peixe Ósseo,Batata,450,6750
2016,2,Peixe Ósseo,Betara,54552.4,177941.26
2016,2,Peixe Ósseo,Bicuda,2207.3,18374.73
2016,2,Peixe Ósseo,Bonito-cachorra,4074.2,10077.1
2016,2,Peixe Ósseo,Bonito-pintado,34.2,68.4
2016,2,Peixe Ósseo,Bonitos agrupados,3142,10250.58
2016,2,Peixe Ósseo,Cabrinha,30849,77764.08
2016,2,Peixe Ósseo,Cangoá,175.7,878
2016,2,Peixe Ósseo,Canhanha,3,27
2016,2,Peixe Ósseo,Caranha,18.7,89.6
2016,2,Peixe Ósseo,Carapau,2360.83,23676.23
2016,2,Peixe Ósseo,Carapeba,668.8,2088.8
2016,2,Peixe Ósseo,Caraputanga,162.4,1875.1
2016,2,Peixe Ósseo,Caratinga,456.1,2384.5
2016,2,Peixe Ósseo,Castanha,9852,19083.5
2016,2,Peixe Ósseo,Castanha-riscada,260,390
2016,2,Peixe Ósseo,Cavala,216.5,5327.5
2016,2,Peixe Ósseo,Cavalinha,19,33.25
2016,2,Peixe Ósseo,Cherne-verdadeiro,720,21600
2016,2,Peixe Ósseo,Cioba,1174.5,7995.75
2016,2,Peixe Ósseo,Congro-rosa,5076,61492
2016,2,Peixe Ósseo,Corvina,116203.9,632093.46
2016,2,Peixe Ósseo,Curimbatá,12.5,62.5
2016,2,Peixe Ósseo,Dourado,279,3576.17
2016,2,Peixe Ósseo,Enchova,2189.2,24952.1
2016,2,Peixe Ósseo,Espada,23159,92301.73
2016,2,Peixe Ósseo,Galo,1209.6,2954.05
2016,2,Peixe Ósseo,Galo-de-penacho,92.5,1850
2016,2,Peixe Ósseo,Galo-sem-penacho,40,200
2016,2,Peixe Ósseo,Garoupa,847.69,27382.55
2016,2,Peixe Ósseo,Goete,99909.5,333584.92
2016,2,Peixe Ósseo,Gordinho,4686,13767.97
2016,2,Peixe Ósseo,Guaivira,33974.2,131835.27
2016,2,Peixe Ósseo,Linguado,9132.9,103809.55
2016,2,Peixe Ósseo,Linguado-areia,6816,27853
2016,2,Peixe Ósseo,Mandi,37,251
2016,2,Peixe Ósseo,Manjuba-chata,3062.5,8975
2016,2,Peixe Ósseo,Manjuba-de-iguape,136339,386796.2
2016,2,Peixe Ósseo,Manjubas,25,250
2016,2,Peixe Ósseo,Manjubas agrupadas,162.5,325
2016,2,Peixe Ósseo,Maria-luíza,880.5,1314.7
2016,2,Peixe Ósseo,Maria-mole,11807.9,32098.95
2016,2,Peixe Ósseo,Marimbá,5,25
2016,2,Peixe Ósseo,Merluza,9619,38184.75
2016,2,Peixe Ósseo,Micholes agrupados,40,160
2016,2,Peixe Ósseo,Mistura,73250,100657.62
2016,2,Peixe Ósseo,Namorado,1105,15403.5
2016,2,Peixe Ósseo,Nundiá,47,423
2016,2,Peixe Ósseo,Olhete,95.5,1544.5
2016,2,Peixe Ósseo,Olho-de-boi,62.5,1250
2016,2,Peixe Ósseo,Olho-de-cão,3002.1,10740.55
2016,2,Peixe Ósseo,Oveva,32451.4,57526.08
2016,2,Peixe Ósseo,Palombeta,910,1212
2016,2,Peixe Ósseo,Pampo,262.5,996.5
2016,2,Peixe Ósseo,Pararê,103.7,593.9
2016,2,Peixe Ósseo,Parati,13699,36210.57
2016,2,Peixe Ósseo,Parati-barbudo,2,16
2016,2,Peixe Ósseo,Pargo-rosa,2171.2,14903.8
2016,2,Peixe Ósseo,Paru,1659.88,7197.97
2016,2,Peixe Ósseo,Peixe-voador,381,650
2016,2,Peixe Ósseo,Pescada-amarela,1716.14,21850.44
2016,2,Peixe Ósseo,Pescada-banana,5486.2,41088.81
2016,2,Peixe Ósseo,Pescada-branca,5515.9,56661.7
2016,2,Peixe Ósseo,Pescada-cambucu,1659.4,20608.88
2016,2,Peixe Ósseo,Pescada-dentão,1558.7,14616.9
2016,2,Peixe Ósseo,Pescada-foguete,79529.5,683609.95
2016,2,Peixe Ósseo,Pescadas agrupadas,250,0
2016,2,Peixe Ósseo,Piava,4,44
2016,2,Peixe Ósseo,Pirajica,546.7,2896.73
2016,2,Peixe Ósseo,Porco,7995,49121.82
2016,2,Peixe Ósseo,Porco-chinelo,2285.03,12299.82
2016,2,Peixe Ósseo,Porco-peludo,8,54
2016,2,Peixe Ósseo,Prejereba,684.8,7972.45
2016,2,Peixe Ósseo,Robalo,93.78,1435
2016,2,Peixe Ósseo,Robalo-flecha,1157.8,32443.52
2016,2,Peixe Ósseo,Robalo-peva,6443.4,96150.51
2016,2,Peixe Ósseo,Roncador,5017.8,9186.7
2016,2,Peixe Ósseo,Sabão,6,24
2016,2,Peixe Ósseo,Saguá,16,80
2016,2,Peixe Ósseo,Sapo,394,2760
2016,2,Peixe Ósseo,Sardinha-bandeira,10319.5,20770.05
2016,2,Peixe Ósseo,Sardinha-verdadeira,114430.8,211122
2016,2,Peixe Ósseo,Sargo,148.7,1340.35
2016,2,Peixe Ósseo,Sari-sari,1056.4,3507.6
2016,2,Peixe Ósseo,Sernambiguara,24,246.4
2016,2,Peixe Ósseo,Sororoca,3217.93,28620.2
2016,2,Peixe Ósseo,Tainha,10786.3,85015.28
2016,2,Peixe Ósseo,Tira-vira,1549,4073.9
2016,2,Peixe Ósseo,Tortinha,72.9,508.9
2016,2,Peixe Ósseo,Traíra,355,2136
2016,2,Peixe Ósseo,Trilha,2114,6489
2016,2,Peixe Ósseo,Ubarana,2,6
2016,2,Peixe Ósseo,Vento-leste,11,88
2016,2,Peixe Ósseo,Vermelho,466.1,5027.4
2016,2,Peixe Ósseo,Xarelete,241,330.8
2016,2,Peixe Ósseo,Xaréu,1365.55,8047.88
2016,2,Peixe Ósseo,Xaréu-branco,286.2,2693.3
2016,2,Peixe Ósseo,Xixarro,773,1112.5
2016,2,,,0,0
2016,3,Crustáceo,Camarão-cristalino,290,4350
2016,3,Crustáceo,Camarão-estuarino,2710.09,56288
2016,3,Crustáceo,Camarão-gigante-da-Malásia,0.9,13.5
2016,3,Crustáceo,Camarão-legítimo,810.7,33806.75
2016,3,Crustáceo,Camarão-rosa,6280,544877.5
2016,3,Crustáceo,Camarão-sete-barbas,3919,20634.75
2016,3,Crustáceo,Caranguejo-uçá,13833.872,76752.24
2016,3,Crustáceo,Lagosta,3.5,140.5
2016,3,Crustáceo,Lagostim,9631,108117
2016,3,Crustáceo,Lagostim-de-iguape,20.5,507.7
2016,3,Crustáceo,Pitú-de-iguape,491,13352.25
2016,3,Crustáceo,Sapateira,58,1072
2016,3,Crustáceo,Siri-azul,1869.9,18644.8
2016,3,Crustáceo,Siri-candeia,8,16
2016,3,Crustáceo,Siris agrupados,8.67,151.73
2016,3,Molusco,Almeja,21.6,121.5
2016,3,Molusco,Berbigão,47,181
2016,3,Molusco,Lula,15217.32,178773.65
2016,3,Molusco,Mexilhão,2030.98,24668.4
2016,3,Molusco,Mexilhão-do-mangue,774.5,4068.8
2016,3,Molusco,Ostra,14851.13,56745.3
2016,3,Molusco,Polvo,55462,957683.17
2016,3,Peixe Cartilaginoso,Anequim,95,1681.67
2016,3,Peixe Cartilaginoso,Cação-anjo,5,75
2016,3,Peixe Cartilaginoso,Cação-azul,90,1260
2016,3,Peixe Cartilaginoso,Cação-gato,51,510
2016,3,Peixe Cartilaginoso,Cação-rola-rola,688.5,5841.35
2016,3,Peixe Cartilaginoso,Cações agrupados,2249.66,20704.75
2016,3,Peixe Cartilaginoso,Cambeva,2254,34291.5
2016,3,Peixe Cartilaginoso,Machote,1088.2,16700.55
2016,3,Peixe Cartilaginoso,Mangona,140,2450
2016,3,Peixe Cartilaginoso,Raia-emplastro,1700,1870
2016,3,Peixe Cartilaginoso,Raias agrupadas,6183.3,12205.98
2016,3,Peixe Cartilaginoso,Tintureira,9.5,66.5
2016,3,Peixe Cartilaginoso,Viola,313.5,3303.4
2016,3,Peixe Ósseo,Abrótea,5163,15609.9
2016,3,Peixe Ósseo,Acará,7.1,25.7
2016,3,Peixe Ósseo,Agulha,211,459.75
2016,3,Peixe Ósseo,Agulhão-negro,25,200
2016,3,Peixe Ósseo,Amboré,16.36,320
2016,3,Peixe Ósseo,Badejo,18.8,326.05
2016,3,Peixe Ósseo,Badejo-mira,6,33
2016,3,Peixe Ósseo,Bagre,516.9,2536.3
2016,3,Peixe Ósseo,Bagre-africano,637.5,3187.5
2016,3,Peixe Ósseo,Bagre-amarelo,496,1485
2016,3,Peixe Ósseo,Bagre-branco,19191.2,67010.68
2016,3,Peixe Ósseo,Baiacú,16.49,117.73
2016,3,Peixe Ósseo,Batata,3500,70000
2016,3,Peixe Ósseo,Betara,59437.2,203749.17
2016,3,Peixe Ósseo,Bicuda,1265.4,6174.58
2016,3,Peixe Ósseo,Bonito-cachorra,2012.6,4896.16
2016,3,Peixe Ósseo,Bonito-pintado,2842,6361.33
2016,3,Peixe Ósseo,Bonitos agrupados,1581.35,3656.4
2016,3,Peixe Ósseo,Budião,13,211
2016,3,Peixe Ósseo,Cabrinha,28368,68504
2016,3,Peixe Ósseo,Caranha,16.1,211
2016,3,Peixe Ósseo,Carapau,46137.54,339246.39
2016,3,Peixe Ósseo,Carapeba,1388.4,3815.15
2016,3,Peixe Ósseo,Carapicu,19,66.5
2016,3,Peixe Ósseo,Caraputanga,36,343
2016,3,Peixe Ósseo,Caratinga,764.75,2537.79
2016,3,Peixe Ósseo,Cascudo,808.1,4074.3
2016,3,Peixe Ósseo,Castanha,30900,79041.26
2016,3,Peixe Ósseo,Cavala,180.1,4026.46
2016,3,Peixe Ósseo,Cavalinha,2.8,4.2
2016,3,Peixe Ósseo,Chernes agrupados,37,740
2016,3,Peixe Ósseo,Cioba,968.6,6299.2
2016,3,Peixe Ósseo,Congro-rosa,5680,59375
2016,3,Peixe Ósseo,Corvina,197736.19,997038.54
2016,3,Peixe Ósseo,Curimbatá,151,755
2016,3,Peixe Ósseo,Dourado,319.6,3709.7
2016,3,Peixe Ósseo,Enchova,2815.35,32466.66
2016,3,Peixe Ósseo,Espada,37981.84,115848.5
2016,3,Peixe Ósseo,Galo,9996.09,20278.7
2016,3,Peixe Ósseo,Galo-de-penacho,255,1832.5
2016,3,Peixe Ósseo,Galo-sem-penacho,253,371.91
2016,3,Peixe Ósseo,Garoupa,1111.7,29583.69
2016,3,Peixe Ósseo,Goete,81273,298151.68
2016,3,Peixe Ósseo,Gordinho,5466.9,15675.9
2016,3,Peixe Ósseo,Guaivira,32897.7,82419.89
2016,3,Peixe Ósseo,Linguado,2083.5,26068.35
2016,3,Peixe Ósseo,Linguado-areia,6666,27864
2016,3,Peixe Ósseo,Mandi,25,94
2016,3,Peixe Ósseo,Manjuba-chata,4740,16500
2016,3,Peixe Ósseo,Manjuba-de-iguape,58019.4,197719.15
2016,3,Peixe Ósseo,Manjubas agrupadas,2650,5300
2016,3,Peixe Ósseo,Maria-luíza,1597.5,2681
2016,3,Peixe Ósseo,Maria-mole,6744.3,20255.3
2016,3,Peixe Ósseo,Marimbá,0.5,2.5
2016,3,Peixe Ósseo,Merluza,5340,16930
2016,3,Peixe Ósseo,Miraguaia,40,227
2016,3,Peixe Ósseo,Mistura,42446.66,61043.2
2016,3,Peixe Ósseo,Namorado,481,8204.5
2016,3,Peixe Ósseo,Nundiá,115,710
2016,3,Peixe Ósseo,Olhete,296.55,4849.4
2016,3,Peixe Ósseo,Olho-de-boi,140.3,2605.5
2016,3,Peixe Ósseo,Olho-de-cão,17180.25,59306.65
2016,3,Peixe Ósseo,Oveva,29512,48994.5
2016,3,Peixe Ósseo,Palombeta,1038.5,1848.42
2016,3,Peixe Ósseo,Pampo,400.5,1921
2016,3,Peixe Ósseo,Parambiju,19.22,288.3
2016,3,Peixe Ósseo,Pararê,68,472
2016,3,Peixe Ósseo,Parati,18908.3,47292.1
2016,3,Peixe Ósseo,Parati-barbudo,26,149
2016,3,Peixe Ósseo,Pargo-rosa,2854,15014.18
2016,3,Peixe Ósseo,Paru,813.1,3298.8
2016,3,Peixe Ósseo,Peixes agrupados,500,0
2016,3,Peixe Ósseo,Peixe-voador,12,24
2016,3,Peixe Ósseo,Pescada-amarela,784.2,13264.15
2016,3,Peixe Ósseo,Pescada-banana,1743.5,8545.75
2016,3,Peixe Ósseo,Pescada-branca,23727.48,194438.66
2016,3,Peixe Ósseo,Pescada-cambucu,2378.53,32482.43
2016,3,Peixe Ósseo,Pescada-dentão,467.6,4315.1
2016,3,Peixe Ósseo,Pescada-foguete,107769.27,940637.8
2016,3,Peixe Ósseo,Piava,5.5,60.5
2016,3,Peixe Ósseo,Pirajica,1915.3,7855.19
2016,3,Peixe Ósseo,Porco,10272.09,53897.13
2016,3,Peixe Ósseo,Porco-chinelo,597.9,3863.79
2016,3,Peixe Ósseo,Porco-peludo,18,119.25
2016,3,Peixe Ósseo,Prejereba,742.1,8585.25
2016,3,Peixe Ósseo,Robalo,597.8,10292.28
2016,3,Peixe Ósseo,Robalo-flecha,1246.4,34930.52
2016,3,Peixe Ósseo,Robalo-peva,5346.05,77402.05
2016,3,Peixe Ósseo,Roncador,13246,35838.2
2016,3,Peixe Ósseo,Sabão,28,112
2016,3,Peixe Ósseo,Saguá,15,45
2016,3,Peixe Ósseo,Saguaru,3,15
2016,3,Peixe Ósseo,Salema,8,24
2016,3,Peixe Ósseo,Sapo,804,5670
2016,3,Peixe Ósseo,Sardinha-bandeira,334.5,234.15
2016,3,Peixe Ósseo,Sardinha-verdadeira,97155,220570
2016,3,Peixe Ósseo,Sargo,132,1505.25
2016,3,Peixe Ósseo,Sari-sari,499.6,1500.53
2016,3,Peixe Ósseo,Savelha,1,3
2016,3,Peixe Ósseo,Sernambiguara,41,400
2016,3,Peixe Ósseo,Sororoca,4441.22,41543.83
2016,3,Peixe Ósseo,Tainha,18276,146572.15
2016,3,Peixe Ósseo,Tira-vira,634,1902
2016,3,Peixe Ósseo,Tortinha,21.5,109.7
2016,3,Peixe Ósseo,Traíra,572.5,2957
2016,3,Peixe Ósseo,Trilha,979.5,2079.75
2016,3,Peixe Ósseo,Ubarana,15,45
2016,3,Peixe Ósseo,Vento-leste,42,360.67
2016,3,Peixe Ósseo,Vermelho,512.37,6156.43
2016,3,Peixe Ósseo,Xarelete,434.78,2555.75
2016,3,Peixe Ósseo,Xaréu,7427.66,61995.22
2016,3,Peixe Ósseo,Xaréu-branco,269.8,2188
2016,3,Peixe Ósseo,Xixarro,810,1215
2016,3,,,0,0
2016,4,Crustáceo,Camarão-cristalino,4700,22375
2016,4,Crustáceo,Camarão-estuarino,819.73,23403
2016,4,Crustáceo,Camarão-legítimo,439.4,12956.75
2016,4,Crustáceo,Camarão-sete-barbas,15,105
2016,4,Crustáceo,Caranguejo-uçá,12070.644,65181.67
2016,4,Crustáceo,Lagosta,1.3,32.5
2016,4,Crustáceo,Lagostim,12313,143015
2016,4,Crustáceo,Lagostim-de-iguape,82.7,2059
