code,description,month,year,value_uss,quantity_kg
030363,"Bacalhau-do-atlântico e bacalhau-do-pacífico, congelado",12,2015,2428558,296519
030481,"Filé de salmão-do-pacífico, do-danúbio, do-atlântico, congelados",12,2015,5684085,1158773
030441,Filés de salmões-do-pacifico e salmão-do-danúbio,12,2015,1281563,209749
030381,Cação e outros tubarões,12,2015,814542,412011
030532,"Filés de peixes de famílias específicas, não defumado",12,2015,795806,94502
030381,Cação e outros tubarões,12,2015,917355,720792
030551,"Bacalhaus secos, mesmo salgados, mas não defumados",12,2015,1407534,202600
030489,"Filés de outros peixes, congelados",12,2015,3086194,1568948
030499,"Carnes de outros peixes, exceto filés, mesmo picadas, congeladas",12,2015,401470,72292
030473,"Filé de saithe (Pollachius virens), congelado",12,2015,253288,74912
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2015,227822,86180
030365,"Saithe (Pollachius virens), congelado",12,2015,109124,18504
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2015,162510,116500
030354,"Cavalinhas, congeladas",12,2015,234661,259920
030471,"Filé de bacalhau-do-atlântico, da-groenlândia, do-pacífico, congelado",12,2015,664514,113170
030313,"Salmão-do-atlântico e salmão-do-danúbio, congelados",12,2015,1845180,601556
030366,"Merluzas e abroteas (Merluccius, Urophycis), congeladas",12,2015,46137,21970
030367,Merluza-do-alasca (Theragra chalcogramma),12,2015,4928,2000
030389,"Outros peixes, exceto fígados, ovas e sêmen",12,2015,27676,14240
030614,Caranguejos congelados,12,2015,133280,8800
030119,Outros peixes ornamentais vivos,12,2015,8743,422
